@id,accessScheme,contentType,parentPid,publishScheme,hasData_checksum_checksumValue,hasData_fileLabel,hasData_format,hasData_size,isDescribedBy_created,isDescribedBy_createdBy
frl:6510765,public,file,frl:6510764,public,9efd938dc6433c800a3ace1eeb7db623,Wijekoon-et-al_2024_Identifying contextual barriers and dacilitators.pdf,application/pdf,433200,2025-03-21T12:55:34.958+0100,266.0
frl:6510767,public,file,frl:6510734,public,ed6391f5ff337d617cbd8c0150d304cc,Food Science   Nutrition - 2024 - Sukhtezari - In vitro antidiabetic and antioxidant activities of Galega officinalis (1).pdf,application/pdf,1605492,2025-03-24T10:03:17.630+0100,286.0
frl:6510768,public,file,frl:6510747,public,e3b7543848b9a33e64f9c525f75518bf,Global Guideline for the Diagnosis and Management of Candidiasis_ Histopathology.mp4,video/mp4,45133755,2025-03-24T10:13:15.519+0100,288.0
frl:6510770,public,file,frl:6510769,public,cc674d649ed9e0f9de6f5863e3dd9ff9,efs77Pyrophob.pdf,application/pdf,25942311,2025-03-24T10:26:51.965+0100,22.0
frl:6510772,public,file,frl:6510771,public,10204b96488ad903f7c7a231632c1035,Food Science   Nutrition - 2024 - Mu - Dietary factors and risk for adverse pregnancy outcome  A Mendelian randomization.pdf,application/pdf,678442,2025-03-24T10:40:23.977+0100,286.0
frl:6510774,public,file,frl:6510773,public,f481e1f5e09c6d54b5aa134d4556c70e,Food Science   Nutrition - 2024 - Shui - Comparative analyses of physicochemical and volatile flavor characteristics in.pdf,application/pdf,36550886,2025-03-24T11:27:24.645+0100,286.0
frl:6510776,public,file,frl:6510775,public,96209c6a9e9bb70b0086c24821858113,Food Science   Nutrition - 2024 - Chen - Addressing concerns about sustainability and animal welfare  Investigating.pdf,application/pdf,585359,2025-03-24T11:56:22.244+0100,286.0
frl:6510778,public,file,frl:6510777,public,748516bb32a26b61f3151a90156bbdb7,Food Science   Nutrition - 2024 - Yazdi - Development of active chitosan film containing bacterial cellulose nanofibers and.pdf,application/pdf,1626031,2025-03-24T12:13:38.594+0100,286.0
frl:6510780,public,file,frl:6510779,public,5a82b4cfc0ff4e28cf416db96ca49932,Food Science   Nutrition - 2024 - Zhou - Antihypertensive and antioxidant effects of food‐derived bioactive peptides in.pdf,application/pdf,3040846,2025-03-24T12:48:16.650+0100,286.0
frl:6510782,public,file,frl:6510613,public,2369f55f541ad452a7bcf8ad45e60521,IGB_Jahresforschungsbericht_2024.pdf,application/pdf,9096750,2025-03-25T09:50:14.006+0100,288.0
frl:6510783,public,file,frl:6510675,public,0888b1721e88c1a9028993ad625e58df,IGB_Annual_Research_Report_2024.pdf,application/pdf,9061889,2025-03-25T09:52:45.774+0100,288.0
frl:6510785,public,file,frl:6510784,public,a11b20066a12ea2f2be7ba8e1b6c02b4,Food Science   Nutrition - 2024 - Raza - Optimization of ultrasonically extracted  ‐sitosterol from Berberis jaeschkeana.pdf,application/pdf,1551184,2025-03-25T10:18:40.397+0100,286.0
frl:6510786,public,file,frl:6510757,public,29bcc635bbaadb4548f25580417916e9,Global Guideline for the Diagnosis and Management of Candidiasis_ Prophylaxis.mp4,video/mp4,55726514,2025-03-25T10:46:31.493+0100,288.0
frl:6510788,public,file,frl:6510787,public,54f0b273e583cf1289a2258ac5336b68,Food Science   Nutrition - 2024 - Zhang - Oleanolic acid attenuates obesity through modulating the lipid metabolism in (1).pdf,application/pdf,6728439,2025-03-25T11:00:23.501+0100,286.0
frl:6510791,public,file,frl:6510790,public,bc501ed54752878c9dd837dc2f381992,Food Science   Nutrition - 2024 - Demir - Determination of free fatty acids and volatile compounds of butter oil produced.pdf,application/pdf,1185881,2025-03-25T11:50:44.705+0100,286.0
frl:6510793,public,file,frl:6510792,public,cdf6635a970e04eb251c75f3ba57a9be,Food Science   Nutrition - 2024 - Qiangqiang - Comparison of quality characteristics of reconstituted glutinous rice flour.pdf,application/pdf,1907700,2025-03-25T12:33:06.389+0100,286.0
frl:6510794,public,file,frl:6510789,public,9b15edaed93d32c15ef102819ebe30db,carlyon-et-al-2025-limitations-on-temporal-processing-by-cochlear-implant-users-a-compilation-of-viewpoints.pdf,application/pdf,1785545,2025-03-25T14:13:59.567+0100,242.0
frl:6510798,public,file,frl:6510295,public,14fae6db31945b03ac273615f0e56612,frl6510295_coverpage_Dissertation_Sven_F_Schipmann_Final_2024.pdf,application/pdf,3090511,2025-03-26T12:32:19.786+0100,339.0
frl:6510799,public,file,frl:6510730,public,df027524fb7776565e2280be72bee896,Abschlussbericht DFG MK 18.03.25.pdf,application/pdf,182677,2025-03-26T15:25:20.407+0100,339.0
frl:6510805,public,file,frl:6510804,public,b393180cc1db6ba3f3c8547360f5aa15,Food Science   Nutrition - 2024 - Zhao - Multiomics analysis reveals the potential mechanism of high‐fat diet in dextran.pdf,application/pdf,8449726,2025-03-27T11:05:55.076+0100,286.0
frl:6510807,public,file,frl:6510806,public,a344262c5a428c1321c5d5a70203a815,Food Science   Nutrition - 2024 - Turfan - Ameliorative effects of humic acid and L‐tryptophan on enzyme activity  mineral.pdf,application/pdf,1453697,2025-03-27T11:28:39.161+0100,286.0
frl:6510808,public,file,frl:6510800,public,9583a7e9be27a25a72c739ffe1816cd4,Psychophysiology - 2025 - Mansur - Alpha Oscillatory Current Application Impacts Prospective Remembering Through Strategic.pdf,application/pdf,1139498,2025-03-27T11:30:41.967+0100,242.0
frl:6510810,public,file,frl:6510809,public,da2f7243aab8bcfdfd720977f5749d4d,Food Science   Nutrition - 2024 - Ali - Walnut extract protects against hepatic inflammation and toxicity induced by a.pdf,application/pdf,15063243,2025-03-27T12:11:56.023+0100,286.0
frl:6510812,public,file,frl:6510811,public,6912ab60ca3172980754f8630b011da3,Food Science   Nutrition - 2024 - Jiang - Analysis of volatile flavor compounds in Antarctic krill paste with different.pdf,application/pdf,1754262,2025-03-27T12:33:13.542+0100,286.0
frl:6510814,public,file,frl:6510813,public,7e20cc19c00761a6cc7ddb737750a565,Food Science   Nutrition - 2024 - Celik - Recovery and characterization of cellulose microfibers from fallen leaves and.pdf,application/pdf,2571133,2025-03-27T12:57:37.078+0100,286.0
frl:6510815,public,file,frl:6489479,public,af48767dad5f44dc52e9862e90461977,Human Brain Mapping - 2025 - Yi - Decoding Salience A Functional Magnetic Resonance Imaging Investigation of Reward and.pdf,application/pdf,2294259,2025-03-28T07:32:38.917+0100,317.0
frl:6510816,public,file,frl:6500696,public,049698c6590fbce1d914144bbf4e4d3f,s12035-024-04509-6-1.pdf,application/pdf,8987888,2025-03-28T07:44:25.363+0100,317.0
frl:6510817,public,file,frl:6510797,public,88e30b50205e2bce9bac558e11856847,Global Guideline for the Diagnosis and Management of Candidiasis_ Biomarkers_Serology.mp4,video/mp4,26497862,2025-03-28T07:47:53.294+0100,288.0
frl:6510821,public,file,frl:6510820,public,077a24df94f6319378d273d82008cd0b,Thiyagarajan-et-al_2024_Trends in the use of thyroid diagnostics.pdf,application/pdf,2726119,2025-03-28T11:22:57.158+0100,266.0
frl:6510822,public,file,frl:6510819,public,2edcb2b0227440f0d998a51a77ab253f,1-s2.0-S0166432825001275-main.pdf,application/pdf,946660,2025-03-28T11:44:10.571+0100,242.0
frl:6510824,public,file,frl:6510823,public,2afc0fd01c505286b21c5b5e5b30cfd3,Food Science   Nutrition - 2024 - Şahin - Physicochemical properties of oleaster extract and the role of oleaster.pdf,application/pdf,1980609,2025-03-31T13:10:39.552+0200,286.0
frl:6510825,public,file,frl:6510801,public,6c179593d078a8574f3c6579f8d9494b,Global Guideline for the Diagnosis and Management of Candidiasis_ Molecular Diagnostics.mp4,video/mp4,16687904,2025-04-01T07:43:10.217+0200,288.0
frl:6510826,public,file,frl:6510802,public,c47c9defb244fc965a6b3cbbf6550922,Global Guideline for the Diagnosis and Management of Candidiasis_ Susceptibility Testing.mp4,video/mp4,32426030,2025-04-01T07:47:21.441+0200,288.0
frl:6510827,public,file,frl:6510803,public,ad2d5df89cbc1297c80bc64287ef8acc,Global Guideline for the Diagnosis and Management of Candidiasis_ Organ Manifestations II.mp4,video/mp4,26673025,2025-04-01T07:51:23.926+0200,288.0
frl:6510828,public,file,frl:6510818,public,b84a6705dabf2708d63608d1b032c03e,Global Guideline for the Diagnosis and Management of Candidiasis_ Guideline Methods.mp4,video/mp4,36301724,2025-04-01T08:06:31.778+0200,288.0
frl:6510831,public,file,frl:6510830,public,75bf3629c3f8b548bd9bf1913102f698,rwi-materialien_161.pdf,application/pdf,1192778,2025-04-01T10:39:27.736+0200,339.0
frl:6510833,public,file,frl:6510832,public,6addda91370deaf5f958f9803b8b064c,rwi-materialien_156.pdf,application/pdf,2425500,2025-04-01T11:09:51.860+0200,339.0
frl:6510835,public,file,frl:6510834,public,be1606671dff1cb13712ef3da68425c5,1024902722.pdf,application/pdf,977742,2025-04-01T11:24:36.658+0200,339.0
frl:6510837,public,file,frl:6510836,public,b4b25ccdf236c696adb4532965c42549,journal.pone.0314095.pdf,application/pdf,8180997,2025-04-01T13:49:29.254+0200,337.0
frl:6510839,public,file,frl:6510838,public,445b495aaf0252dc41f348b149ad8ce6,journal.pone.0310663.pdf,application/pdf,1610055,2025-04-01T14:14:47.488+0200,337.0
frl:6510841,public,file,frl:6510840,public,a1743225f686f64ee4d9fd929981f7aa,journal.pone.0320069.pdf,application/pdf,542633,2025-04-01T14:26:58.748+0200,337.0
frl:6510843,public,file,frl:6510842,public,c8a679304d94d830d5ac5ce903681085,journal.pone.0320636.pdf,application/pdf,993181,2025-04-01T14:42:05.902+0200,337.0
frl:6510848,public,file,frl:6510847,public,a5d0c4cb997b219bdc57b07d048d2b98,s10055-025-01111-6-1.pdf,application/pdf,3845367,2025-04-02T10:28:22.710+0200,242.0
frl:6510850,public,file,frl:6510849,public,ca6d1430082fdac136e1e01239ddfe0e,Food Science   Nutrition - 2024 - Anis - Optimization of ultrasonic‐assisted extraction of soluble dietary fiber   ‐glucan .pdf,application/pdf,8060554,2025-04-02T13:15:06.855+0200,286.0
frl:6510852,public,file,frl:6510851,public,f3c207e91651762d723f2d5ed2c23793,journal.pone.0320727.pdf,application/pdf,739565,2025-04-02T13:48:35.245+0200,337.0
frl:6510854,public,file,frl:6510853,public,5f67405fa1152cecf8b8fa4b7e7bff3b,journal.pone.0314751.pdf,application/pdf,2935606,2025-04-02T14:10:21.430+0200,337.0
frl:6510856,public,file,frl:6510855,public,fba61287582fe781f43a2d7426a69037,journal.pone.0316727.pdf,application/pdf,1094899,2025-04-02T14:19:05.521+0200,337.0
frl:6510858,public,file,frl:6510857,public,504dbbe7875bc7d6147260cc1f91f795,journal.pone.0309049.pdf,application/pdf,9537228,2025-04-02T14:38:04.328+0200,337.0
frl:6510860,public,file,frl:6510859,public,8178d2fb5c6cf1cb55428fe1eb14885e,journal.pone.0306943.pdf,application/pdf,858482,2025-04-02T14:51:14.727+0200,337.0
frl:6510862,public,file,frl:6510861,public,2c9dc2e5a331b960cfd636c26271ef9f,Food Science   Nutrition - 2024 - Wu - Structural characteristics of neutral polysaccharides purified from coix seed and.pdf,application/pdf,4282101,2025-04-03T11:02:09.949+0200,286.0
frl:6510863,public,file,frl:6510829,public,38cfc86d97e8cbf41132b9266326bb83,Final report Walter Benjamin_Part1_4.pdf,application/pdf,360285,2025-04-03T11:08:41.172+0200,288.0
frl:6510866,public,file,frl:6510865,public,7b15505124957a8faef48f3b3350f226,Food Science   Nutrition - 2024 - Gao - Isoxanthohumol improves hepatic lipid metabolism via regulating the AMPK PPAR  and.pdf,application/pdf,21736686,2025-04-03T12:00:48.690+0200,286.0
frl:6510868,public,file,frl:6510867,public,878948be22a5c5204a42c9bd4678003b,Food Science   Nutrition - 2024 - Adhimoolam - ‐Sitosterol Dietary sources and role in cancer and diabetes management.pdf,application/pdf,3624668,2025-04-03T12:56:04.134+0200,286.0
frl:6510870,public,file,frl:6510869,public,6e44230abf2b16a873f2b8d2bc7e86c5,journal.pone.0314995.pdf,application/pdf,2294194,2025-04-03T13:39:20.839+0200,337.0
frl:6510872,public,file,frl:6510871,public,34216ee833850f35544dc9376bab4ce6,journal.pone.0313012.pdf,application/pdf,1098586,2025-04-03T13:51:29.862+0200,337.0
frl:6510874,public,file,frl:6510873,public,61b31b4edd2a5d880e6655aafe146d45,journal.pone.0316312.pdf,application/pdf,891895,2025-04-03T13:58:36.082+0200,337.0
frl:6510876,public,file,frl:6510875,public,fd99f3d2d92980dcd1494913cef2f96a,journal.pone.0315722.pdf,application/pdf,443453,2025-04-03T14:05:20.062+0200,337.0
frl:6510877,public,file,frl:6510864,public,fe51dd5b62f3577f631479285a957d95,Global Guideline for the Diagnosis and Management of Candidiasis_ Treatment of Candidaemia.mp4,video/mp4,24842427,2025-04-04T07:47:16.881+0200,288.0
frl:6510878,public,file,frl:6510711,public,a40c5ec1068670551881aaaf05a4585c,Manual_KV_Daten_NAKO_v1.0.pdf,application/pdf,1247079,2025-04-04T08:11:54.944+0200,288.0
frl:6510881,public,file,frl:6510880,public,3b5874d1c0f739efa00eacb48859fd68,journal.pone.0310711.pdf,application/pdf,3078175,2025-04-04T12:19:29.385+0200,337.0
frl:6510884,public,file,frl:6510883,public,d19e954865ce188c5c75e8de390ad262,Food Science   Nutrition - 2024 - Ertaş Öztürk - Gut microbiota alterations and associations with nutrients in children (1).pdf,application/pdf,10078110,2025-04-07T11:00:11.289+0200,286.0
frl:6510886,public,file,frl:6510885,public,300a69cfd8364a7bdb58bb840d891340,journal.pone.0302766.pdf,application/pdf,2958327,2025-04-07T11:06:06.090+0200,337.0
frl:6510888,public,file,frl:6510887,public,ab770d9bbf418f8190e42e5cf8ffc9c0,journal.pone.0321092.pdf,application/pdf,1413810,2025-04-07T11:23:52.161+0200,337.0
frl:6510890,public,file,frl:6510889,public,d283001e4bf2fd05dbe2b899e0e395da,journal.pone.0321073.pdf,application/pdf,742716,2025-04-07T11:29:55.093+0200,337.0
frl:6510892,public,file,frl:6510891,public,f2513b02ddd21e7384730b2f88872f34,Food Science   Nutrition - 2024 - Abebe - Factors influencing intentions to transition to plant‐based protein diets .pdf,application/pdf,876824,2025-04-07T12:02:25.751+0200,286.0
frl:6510894,public,file,frl:6510893,public,b7ffd178af790dac9ad68f158c878bde,Casatejada Anchel-Plant Biotechnol J-2024.pdf,application/pdf,4624259,2025-04-07T12:32:48.871+0200,325.0
frl:6510896,public,file,frl:6510895,public,de415cafef26dfcc5b72c3674325281b,Food Science   Nutrition - 2024 - Woźniak - The impact of the size of the energy deficit on the rate of body weight in 6.pdf,application/pdf,839693,2025-04-07T13:02:45.257+0200,286.0
frl:6510898,public,file,frl:6510897,public,4aa5ffa1704122efc74c6b66632f12bc,Food Science   Nutrition - 2024 - Şen Arslan - Eco‐friendly microwave‐assisted extraction of fruit and vegetable peels.pdf,application/pdf,643732,2025-04-07T13:24:03.440+0200,286.0
frl:6510900,public,file,frl:6510899,public,d085053b54edff0cdc00d6657dfc4535,journal.pone.0320026.pdf,application/pdf,1090033,2025-04-07T13:49:55.525+0200,337.0
frl:6510902,public,file,frl:6510901,public,8421f31ee6be6208d1b33f8f06fc069d,Chao-Plant Commun-2025.pdf,application/pdf,2598360,2025-04-07T13:57:56.200+0200,325.0
frl:6510906,public,file,frl:6510879,public,d42776bad8221a47a1badac962e1ac82,journal.pone.0318839.pdf,application/pdf,849788,2025-04-07T14:31:36.204+0200,242.0
frl:6510908,public,file,frl:6510907,public,21cfa33f00d10b3e85ae4d493728ff1f,Gulyas-Physiol Plant-2025.pdf,application/pdf,10118181,2025-04-07T14:56:37.878+0200,325.0
frl:6510910,public,file,frl:6510909,public,ac72eb131d288830e96e9cf7b5e98af1,Hertig-BMC Plant Biol-2025.pdf,application/pdf,4488618,2025-04-07T15:06:41.310+0200,325.0
frl:6510912,public,file,frl:6510911,public,7e8e17b754581cc1676d136a15019b85,journal.pone.0319967.pdf,application/pdf,1286595,2025-04-08T13:36:33.434+0200,337.0
frl:6510914,public,file,frl:6510913,public,9bbc50081f1a9f2f49888d71c6513722,journal.pone.0312764.pdf,application/pdf,3814727,2025-04-08T13:41:24.819+0200,337.0
frl:6510916,public,file,frl:6510915,public,e701c44c848d798cb1287375fe7dc149,journal.pone.0321306.pdf,application/pdf,570221,2025-04-08T13:47:10.154+0200,337.0
frl:6510918,public,file,frl:6510917,public,b73856c90ba9ed10c2095ae2b5a6e045,journal.pone.0321087.pdf,application/pdf,571316,2025-04-08T13:52:56.877+0200,337.0
frl:6510920,public,file,frl:6510919,public,c2439314e3726db32ce9b9b68c30a7e0,journal.pone.0320422.pdf,application/pdf,1504601,2025-04-08T13:57:50.007+0200,337.0
frl:6510922,public,file,frl:6510921,public,447e6b124a8ae3b77aaf683cb9c0d2fb,journal.pone.0320352.pdf,application/pdf,534080,2025-04-08T14:04:47.489+0200,337.0
frl:6510924,public,file,frl:6510923,public,92544604bcaa66b2e62e185f3d5f4b02,journal.pone.0318296.pdf,application/pdf,1322181,2025-04-08T14:10:05.672+0200,337.0
frl:6510926,public,file,frl:6510925,public,2ebb86fb22030df32b0beb1cc342d236,journal.pone.0316300.pdf,application/pdf,448920,2025-04-08T14:15:36.028+0200,337.0
frl:6510928,public,file,frl:6510927,public,3adf46dd0b55d42108ab2fa3c78958a6,journal.pone.0315148.pdf,application/pdf,3094890,2025-04-08T14:28:48.121+0200,337.0
frl:6510930,public,file,frl:6510929,public,11b295a64bdd0efdd5e9a00e913c3ab6,journal.pone.0321443.pdf,application/pdf,516743,2025-04-08T14:35:54.956+0200,337.0
frl:6510932,public,file,frl:6510931,public,fd7cdd1122353c3ff00421b080c4fea2,Food Science   Nutrition - 2024 - Liu - Hydroxysafflor yellow A  a natural food pigment  ameliorates atherosclerosis in.pdf,application/pdf,5310611,2025-04-09T10:52:23.287+0200,286.0
frl:6510934,public,file,frl:6510933,public,3fd74a54abeaeab1e6d24aab95dbdc1c,4_s13023-024-03322-7.pdf,application/pdf,923379,2025-04-09T11:20:08.326+0200,280.0
frl:6510936,public,file,frl:6510935,public,58873ce55f6cf47448c87dd7b2ec95d0,Food Science   Nutrition - 2024 - Subbiah - Insights into the in vitro biological properties of Australian beach‐cast brown.pdf,application/pdf,824467,2025-04-09T11:34:17.938+0200,286.0
frl:6510938,public,file,frl:6510937,public,9c695aa14b9081f742f8d3824903313b,Food Science   Nutrition - 2024 - Wang - Inulin does not affect trimethylamine N‐oxide formation in mice with a high‐fat.pdf,application/pdf,4691296,2025-04-09T12:03:20.803+0200,286.0
frl:6510940,public,file,frl:6510939,public,eb0f59d5e2d1775b0ba39abb1f2e6d62,Food Science   Nutrition - 2024 - Özer - Utilization of beef lung powder in model chicken emulsion formulation.pdf,application/pdf,557918,2025-04-09T12:55:48.271+0200,286.0
frl:6510942,public,file,frl:6510941,public,891e36ecfc5873447b5d792cbe894edd,Jiang-Mol Plant-2025.pdf,application/pdf,2546641,2025-04-10T10:23:33.544+0200,325.0
frl:6510944,public,file,frl:6510943,public,4b40bd0ffec9f006fc7c8bd29ba18b44,Karbalaei-Bot Stud-2025.pdf,application/pdf,2802742,2025-04-10T10:34:31.048+0200,325.0
frl:6510946,public,file,frl:6510945,public,a7462d83bf6c7897253878476c963264,Khatir-Genet Resour Crop Evol-2025.pdf,application/pdf,1288497,2025-04-10T10:50:13.210+0200,325.0
frl:6510947,public,file,frl:6510882,public,e1a601f957a804acfdf5c106801221aa,Global Guideline for the Diagnosis and Management of Candidiasis_ Nomenclature.mp4,video/mp4,20557466,2025-04-10T11:03:13.051+0200,339.0
frl:6510949,public,file,frl:6510948,public,5b9e42ea18237d5ac26e789f0f991ca8,Khosravi-New Phytol-2025.pdf,application/pdf,2379038,2025-04-10T11:04:02.974+0200,325.0
frl:6510951,public,file,frl:6510950,public,fab520eaccee7bec183ecedfb6b4f71d,Lueck-Front Plant Sci-2025.pdf,application/pdf,3507969,2025-04-10T11:15:31.472+0200,325.0
frl:6510953,public,file,frl:6510952,public,161eb01d512b5d53253fef7af0539d7b,Meucci-Ecol Evol-2025.pdf,application/pdf,1110528,2025-04-10T11:27:30.635+0200,325.0
frl:6510955,public,file,frl:6510954,public,eb51d0c27a475b066d39758fd7cc7836,Food Science   Nutrition - 2024 - Xue - Structural and in vitro anticancer properties of the kaempferol lactoferrin complex.pdf,application/pdf,4841597,2025-04-10T11:33:09.834+0200,286.0
frl:6510957,public,file,frl:6510956,public,b356e22228d27eee739b726d5bbfcae2,Mourad-Front Agron-2025.pdf,application/pdf,5756354,2025-04-10T11:36:29.075+0200,325.0
frl:6510959,public,file,frl:6510958,public,43e30abd919e37e834d47b9ea56e0f7a,Nguyen-Plant J-2025.pdf,application/pdf,3863430,2025-04-10T11:49:41.364+0200,325.0
frl:6510961,public,file,frl:6510960,public,8464e812a4978af1b191d8ab01695777,Plutenko-J Exp Bot-2025.pdf,application/pdf,4444785,2025-04-10T12:09:52.470+0200,325.0
frl:6510963,public,file,frl:6510962,public,267df93a39189fd63a1d23d4ca72256e,Raca-Plants-2025.pdf,application/pdf,3875669,2025-04-10T12:28:23.590+0200,325.0
frl:6510965,public,file,frl:6510964,public,677235fcb0d3f8752caf86010abe47e0,Food Science   Nutrition - 2024 - Nazari - The therapeutic potential of red beetroot  Beta vulgaris L   intake on muscle.pdf,application/pdf,2801221,2025-04-10T12:36:35.058+0200,286.0
frl:6510967,public,file,frl:6510966,public,4c00b75ed13c263ffbe62f8209d0b4b5,Food Science   Nutrition - 2024 - Hacioglu - Long‐term exposure of sucralose induces neuroinflammation and ferroptosis in.pdf,application/pdf,8398016,2025-04-10T13:15:06.348+0200,286.0
frl:6510969,public,file,frl:6510968,public,bfbbf9d19531ce000cd2d338775c5d01,Reutemann-Plants-2025.pdf,application/pdf,5098277,2025-04-10T13:54:32.456+0200,325.0
frl:6510971,public,file,frl:6510970,public,1c09d9fae651ecebc6cbbadd3651931d,Rezaeva-Plant Methods-2025.pdf,application/pdf,2261869,2025-04-10T14:33:54.938+0200,325.0
frl:6510973,public,file,frl:6510972,public,0406ceecbad8fe69582a75038b966e2c,Rolletschek-Plant Physiol-2025.pdf,application/pdf,817307,2025-04-10T14:43:24.200+0200,325.0
frl:6510975,public,file,frl:6510974,public,a1e9e5d592f8a8e3d064314c7a39df45,Souri Laki-Agriculture-2025.pdf,application/pdf,1089465,2025-04-10T15:08:47.810+0200,325.0
frl:6510977,public,file,frl:6510976,public,bfd33e734039fe07413b837e79e6cbec,Spanic-Plants-2025.pdf,application/pdf,3700445,2025-04-10T15:20:02.196+0200,325.0
frl:6510979,public,file,frl:6510978,public,f91bd365f42639c25bd3d6281fa4f8eb,Wu-Plant Genome-2025.pdf,application/pdf,4225629,2025-04-10T15:30:45.971+0200,325.0
frl:6510981,public,file,frl:6510980,public,95e230fbd5de7e35aaeb45ae7312138a,Xing-Plant Biotechnol J-2025.pdf,application/pdf,3195028,2025-04-10T15:45:09.422+0200,325.0
frl:6510984,public,file,frl:6510983,public,e3f2fdd521ea35c4829737660f0095fa,Goritschnig-Genetic Resources-2025.pdf,application/pdf,616129,2025-04-11T10:23:41.685+0200,325.0
frl:6510985,public,file,frl:6510982,public,ec36fc458020cfe128ca82d83c2df63c,s41398-025-03358-8.pdf,application/pdf,6352613,2025-04-11T10:35:00.935+0200,242.0
frl:6510987,public,file,frl:6510986,public,4958375e2fb52a81f00c647b0e62b06b,Toubiana-Sci Adv-2025.pdf,application/pdf,2893488,2025-04-11T10:42:24.189+0200,325.0
frl:6510989,public,file,frl:6510988,public,54dcdc965b859f0131a27adc46b6e5b6,Waesch-BMC Plant Biol-2025.pdf,application/pdf,7913263,2025-04-11T10:55:20.023+0200,325.0
frl:6510991,public,file,frl:6510990,public,751046e53ede649124207b16fa482535,Yalagapati-Nucleic Acids Res-2025.pdf,application/pdf,2395266,2025-04-11T11:08:12.167+0200,325.0
frl:6510993,public,file,frl:6510992,public,ec65a02acec4047c35b6c1822260e34c,Weise-Genetic Resources-2025.pdf,application/pdf,7158240,2025-04-11T11:33:26.444+0200,325.0
frl:6510995,public,file,frl:6510994,public,cbadc7b2d33a1cc64f303934502d7f0b,Yuan-GigaScience-2025.pdf,application/pdf,1458250,2025-04-11T11:47:40.376+0200,325.0
frl:6510997,public,file,frl:6510996,public,b601c72e6da20999f05282361cb6bea6,Guo-Nat Genet-2025.pdf,application/pdf,10806028,2025-04-11T12:25:47.067+0200,325.0
frl:6510999,public,file,frl:6510998,public,56b3b2fa1f5f1a53dde01466995767d0,DP6_OELG-Beschreibung.pdf,application/pdf,1764748,2025-04-11T13:48:01.241+0200,22.0
frl:6511001,public,file,frl:6511000,public,17aaafdaabd19f763d3191560dfca5b8,GOBIOM_Ergebnisbroschuere_2024.pdf,application/pdf,1851388,2025-04-11T13:52:22.193+0200,22.0
frl:6511003,public,file,frl:6511002,public,ed7acca749f7ed7134688a336bf05ea2,Kurzstudie_Windausbau_Baden-Württemberg.pdf,application/pdf,918492,2025-04-11T13:56:59.873+0200,22.0
frl:6511005,public,file,frl:6511004,public,fe25471e78381de93b07f9b4f10853f5,Cheng-Nature-2025.pdf,application/pdf,23402281,2025-04-11T14:51:57.672+0200,325.0
frl:6511009,public,file,frl:6489590,public,6588ac82efbe82d01a33dd566acdeaec,s41467-024-50292-2-1.pdf,application/pdf,2245269,2025-04-14T09:39:50.983+0200,317.0
frl:6511010,public,file,frl:6489591,public,0c927f05a2eb0c6e2109322fbfd02caa,PIIS0895435624002129.pdf,application/pdf,1432748,2025-04-14T09:48:30.558+0200,317.0
frl:6511011,public,file,frl:6489592,public,651be2efb2c1e69e03355437e07fa8dd,forgp-02-1307311.pdf,application/pdf,678913,2025-04-14T09:53:21.519+0200,317.0
frl:6511012,public,file,frl:6489593,public,d847540fa08d461cb88c648bc2cb7957,kunzelmann-et-al-2024-latent-profiles-of-challenge-hindrance-and-threat-appraisals-on-time-pressure-and-job-complexity.pdf,application/pdf,592281,2025-04-14T09:58:27.829+0200,317.0
frl:6511013,public,file,frl:6489594,public,50209dc13f203068eb07198ef55b2189,s13428-024-02451-y.pdf,application/pdf,2379586,2025-04-14T10:15:11.420+0200,317.0
frl:6511014,public,file,frl:6489595,public,cc6fbd75410444bd43594419349ad33c,elife-87634-v1.pdf,application/pdf,4197098,2025-04-14T10:20:21.226+0200,317.0
frl:6511015,public,file,frl:6489596,public,0568751ade9c966c41118a8ffb0c643a,jmir-2024-1-e53145.pdf,application/pdf,702289,2025-04-14T10:24:23.672+0200,317.0
frl:6511016,public,file,frl:6489597,public,0584a270a06e569c7afce12932a9eba6,elife-88762-v2.pdf,application/pdf,12204952,2025-04-14T10:31:02.202+0200,317.0
frl:6511017,public,file,frl:6489598,public,b0aac0e0918a82f495286cfc181f470c,nsae056.pdf,application/pdf,27986806,2025-04-14T10:36:23.272+0200,317.0
frl:6511018,public,file,frl:6489599,public,6ac744912b7cd0e64c13f8f945f3fcda,Aging Cell - 2024 - Krummeich - Premature cognitive decline in a mouse model of tuberous sclerosis.pdf,application/pdf,2090394,2025-04-14T10:42:14.367+0200,317.0
frl:6511019,public,file,frl:6489600,public,336485bc3ea6d395a10a718e209bff88,s12888-024-06062-x.pdf,application/pdf,1359442,2025-04-14T10:45:36.087+0200,317.0
frl:6511029,public,file,frl:6511028,public,331433a22a9c9a197d46da3b16457675,Food Science   Nutrition - 2024 - Sakaldaş - Alterations in quality characteristics and bioactive compounds of blackberry.pdf,application/pdf,5217584,2025-04-14T11:24:30.648+0200,286.0
frl:6511031,public,file,frl:6511030,public,aee305135b35a3ab47bed6572155edbc,5-PIIS1525861024006571.pdf,application/pdf,233649,2025-04-14T11:53:19.759+0200,280.0
